pin,district,state
600040,CHENNAI,TAMIL NADU
741121,NADIA,WEST BENGAL
608001,CUDDALORE,TAMIL NADU
494115,BASTAR,CHHATTISGARH
413705,AHMEDNAGAR,MAHARASHTRA
678542,PALAKKAD,KERALA
524324,SPSR NELLORE,ANDHRA PRADESH
148024,BARNALA,PUNJAB
416812,SINDHUDURG,MAHARASHTRA
413704,AHMEDNAGAR,MAHARASHTRA
497773,KOREA,CHHATTISGARH
305412,AJMER,RAJASTHAN
382630,GANDHINAGAR,GUJARAT
230131,PRATAPGARH,UTTAR PRADESH
431132,AURANGABAD,MAHARASHTRA
444606,AMRAVATI,MAHARASHTRA
509207,RANGA REDDY,TELANGANA
524226,SPSR NELLORE,ANDHRA PRADESH
604601,TIRUVANNAMALAI,TAMIL NADU
781312,NALBARI,ASSAM
177043,KANGRA,HIMACHAL PRADESH
700076,24 PARAGANAS NORTH,WEST BENGAL
140507,S.A.S Nagar,PUNJAB
534197,WEST GODAVARI,ANDHRA PRADESH
713128,PURBA BARDHAMAN,WEST BENGAL
689507,PATHANAMTHITTA,KERALA
813214,BHAGALPUR,BIHAR
586213,VIJAYAPURA,KARNATAKA
721451,MEDINIPUR WEST,WEST BENGAL
572123,TUMAKURU,KARNATAKA
741164,NADIA,WEST BENGAL
628004,TUTICORIN,TAMIL NADU
272208,SIDDHARTH NAGAR,UTTAR PRADESH
246721,BIJNOR,UTTAR PRADESH
422212,NASHIK,MAHARASHTRA
571432,MANDYA,KARNATAKA
224188,AYODHYA,UTTAR PRADESH
635307,KRISHNAGIRI,TAMIL NADU
500043,MEDCHAL MALKAJGIRI,TELANGANA
742163,MURSHIDABAD,WEST BENGAL
752054,KHORDHA,ODISHA
752077,NAYAGARH,ODISHA
756133,BHADRAK,ODISHA
691504,KOLLAM,KERALA
802128,BUXAR,BIHAR
673647,MALAPPURAM,KERALA
333028,JHUNJHUNU,RAJASTHAN
284120,JHANSI,UTTAR PRADESH
191102,PULWAMA,JAMMU AND KASHMIR
171217,SHIMLA,HIMACHAL PRADESH
176313,CHAMBA,HIMACHAL PRADESH
342025,JODHPUR,RAJASTHAN
784171,Biswanath,ASSAM
380007,AHMADABAD,GUJARAT
148031,SANGRUR,PUNJAB
285001,ALIGARH,UTTAR PRADESH
396436,NAVSARI,GUJARAT
415014,SATARA,MAHARASHTRA
793005,EAST KHASI HILLS,MEGHALAYA
141107,LUDHIANA,PUNJAB
506135,MAHABUBABAD,TELANGANA
793112,EAST KHASI HILLS,MEGHALAYA
241202,HARDOI,UTTAR PRADESH
246733,BIJNOR,UTTAR PRADESH
301028,ALWAR,RAJASTHAN
422605,AHMEDNAGAR,MAHARASHTRA
322204,KARAULI,RAJASTHAN
686572,KOTTAYAM,KERALA
226007,LUCKNOW,UTTAR PRADESH
689591,PATHANAMTHITTA,KERALA
786102,DIBRUGARH,ASSAM
591122,BELAGAVI,KARNATAKA
792123,CHANGLANG,ARUNACHAL PRADESH
796320,CHAMPHAI,MIZORAM
628802,TUTICORIN,TAMIL NADU
628903,TUTICORIN,TAMIL NADU
577114,CHIKKAMAGALURU,KARNATAKA
421306,THANE,MAHARASHTRA
734424,DARJEELING,WEST BENGAL
171210,SHIMLA,HIMACHAL PRADESH
221409,BHADOHI,UTTAR PRADESH
799156,South Tripura,TRIPURA
844505,VAISHALI,BIHAR
422305,NASHIK,MAHARASHTRA
842004,MUZAFFARPUR,BIHAR
845451,PASHCHIM CHAMPARAN,BIHAR
682011,ERNAKULAM,KERALA
531162,VISAKHAPATANAM,ANDHRA PRADESH
799279,Unakoti,TRIPURA
415102,SATARA,MAHARASHTRA
502102,MEDAK,TELANGANA
638657,TIRUPPUR,TAMIL NADU
607807,CUDDALORE,TAMIL NADU
415606,RATNAGIRI,MAHARASHTRA
732205,MALDAH,WEST BENGAL
403511,NORTH GOA,GOA
799260,North Tripura,TRIPURA
229308,RAE BARELI,UTTAR PRADESH
223101,JAUNPUR,UTTAR PRADESH
321302,BHARATPUR,RAJASTHAN
762027,KANDHAMAL,ODISHA
392310,VADODARA,GUJARAT
262721,KHERI,UTTAR PRADESH
177033,HAMIRPUR,HIMACHAL PRADESH
402309,RAIGAD,MAHARASHTRA
495684,KORBA,CHHATTISGARH
560116,BENGALURU URBAN,KARNATAKA
700156,24 PARAGANAS NORTH,WEST BENGAL
451441,KHARGONE,MADHYA PRADESH
758086,KENDUJHAR,ODISHA
828207,DHANBAD,JHARKHAND
333705,JHUNJHUNU,RAJASTHAN
741251,NADIA,WEST BENGAL
226018,LUCKNOW,UTTAR PRADESH
465223,SHAJAPUR,MADHYA PRADESH
110010,NEW DELHI,DELHI
413404,SOLAPUR,MAHARASHTRA
632511,Ranipet,TAMIL NADU
713146,PURBA BARDHAMAN,WEST BENGAL
190012,SRINAGAR,JAMMU AND KASHMIR
700022,KOLKATA,WEST BENGAL
847102,MADHUBANI,BIHAR
848204,BEGUSARAI,BIHAR
627602,TENKASI,TAMIL NADU
794103,WEST GARO HILLS,MEGHALAYA
232330,GHAZIPUR,UTTAR PRADESH
845424,PURBI CHAMPARAN,BIHAR
230121,PRATAPGARH,UTTAR PRADESH
535002,VIZIANAGARAM,ANDHRA PRADESH
262405,UDAM SINGH NAGAR,UTTARAKHAND
124504,JHAJJAR,HARYANA
635202,DHARMAPURI,TAMIL NADU
782401,KAMRUP METRO,ASSAM
523170,PRAKASAM,ANDHRA PRADESH
221108,VARANASI,UTTAR PRADESH
193504,BANDIPORA,JAMMU AND KASHMIR
606305,KALLAKURICHI,TAMIL NADU
764005,KORAPUT,ODISHA
411030,PUNE,MAHARASHTRA
682038,ERNAKULAM,KERALA
600031,CHENNAI,TAMIL NADU
533106,EAST GODAVARI,ANDHRA PRADESH
444506,WASHIM,MAHARASHTRA
682017,ERNAKULAM,KERALA
363621,MORBI,GUJARAT
173030,SIRMAUR,HIMACHAL PRADESH
515751,ANANTAPUR,ANDHRA PRADESH
782445,HOJAI,ASSAM
785700,JORHAT,ASSAM
522660,GUNTUR,ANDHRA PRADESH
394315,SURAT,GUJARAT
121002,FARIDABAD,HARYANA
110027,WEST,DELHI
212502,PRAYAGRAJ,UTTAR PRADESH
281001,MATHURA,UTTAR PRADESH
847213,MADHUBANI,BIHAR
244414,SAMBHAL,UTTAR PRADESH
411007,PUNE,MAHARASHTRA
801302,NALANDA,BIHAR
712404,HOOGHLY,WEST BENGAL
713401,PURBA BARDHAMAN,WEST BENGAL
787054,LAKHIMPUR,ASSAM
786182,TINSUKIA,ASSAM
411027,PUNE,MAHARASHTRA
322027,SAWAI MADHOPUR,RAJASTHAN
560049,BENGALURU RURAL,KARNATAKA
629202,KANNIYAKUMARI,TAMIL NADU
416803,SINDHUDURG,MAHARASHTRA
421402,THANE,MAHARASHTRA
504205,MANCHERIAL,TELANGANA
272130,BASTI,UTTAR PRADESH
700121,24 PARAGANAS NORTH,WEST BENGAL
587119,BAGALKOTE,KARNATAKA
560092,BENGALURU URBAN,KARNATAKA
600077,CHENNAI,TAMIL NADU
415213,RAIGAD,MAHARASHTRA
332021,SIKAR,RAJASTHAN
852138,SUPAUL,BIHAR
500083,MEDCHAL MALKAJGIRI,TELANGANA
122004,GURUGRAM,HARYANA
323303,CHITTORGARH,RAJASTHAN
847301,DARBHANGA,BIHAR
333501,JHUNJHUNU,RAJASTHAN
495682,KORBA,CHHATTISGARH
176115,KANGRA,HIMACHAL PRADESH
127310,CHARKI DADRI,HARYANA
248198,DEHRADUN,UTTARAKHAND
224143,AMBEDKAR NAGAR,UTTAR PRADESH
500066,HYDERABAD,TELANGANA
184152,KATHUA,JAMMU AND KASHMIR
441109,NAGPUR,MAHARASHTRA
273311,MAHARAJGANJ,UTTAR PRADESH
506003,PRAKASAM,ANDHRA PRADESH
641401,COIMBATORE,TAMIL NADU
370203,KACHCHH,GUJARAT
361006,JAMNAGAR,GUJARAT
680543,THRISSUR,KERALA
509335,MAHABUBNAGAR,TELANGANA
756039,BALESHWAR,ODISHA
233301,GHAZIPUR,UTTAR PRADESH
560055,BENGALURU URBAN,KARNATAKA
626124,VIRUDHUNAGAR,TAMIL NADU
274401,KUSHI NAGAR,UTTAR PRADESH
191113,Budgam,JAMMU AND KASHMIR
305023,AJMER,RAJASTHAN
678003,PALAKKAD,KERALA
224203,AYODHYA,UTTAR PRADESH
523254,PRAKASAM,ANDHRA PRADESH
230127,PRATAPGARH,UTTAR PRADESH
562135,BENGALURU RURAL,KARNATAKA
176055,KANGRA,HIMACHAL PRADESH
313901,UDAIPUR,RAJASTHAN
484887,ANUPPUR,MADHYA PRADESH
759039,DHENKANAL,ODISHA
835201,GUMLA,JHARKHAND
241403,HARDOI,UTTAR PRADESH
400089,MUMBAI SUBURBAN,MAHARASHTRA
784163,LAKHIMPUR,ASSAM
788161,HAILAKANDI,ASSAM
516004,Y.S.R.,ANDHRA PRADESH
577557,CHITRADURGA,KARNATAKA
801105,PATNA,BIHAR
445001,YAVATMAL,MAHARASHTRA
517192,CHITTOOR,ANDHRA PRADESH
484660,UMARIA,MADHYA PRADESH
503123,KAMAREDDY,TELANGANA
363760,SURENDRANAGAR,GUJARAT
305204,AJMER,RAJASTHAN
400052,MUMBAI SUBURBAN,MAHARASHTRA
521138,KRISHNA,ANDHRA PRADESH
638151,ERODE,TAMIL NADU
689649,PATHANAMTHITTA,KERALA
403004,NORTH GOA,GOA
852216,SAHARSA,BIHAR
248199,DEHRADUN,UTTARAKHAND
194107,LEH LADAKH,LADAKH
444602,AMRAVATI,MAHARASHTRA
361320,DEVBHUMI DWARKA,GUJARAT
457887,ALIRAJPUR,MADHYA PRADESH
585421,BIDAR,KARNATAKA
425432,NANDURBAR,MAHARASHTRA
632507,Ranipet,TAMIL NADU
342311,JODHPUR,RAJASTHAN
758081,KENDUJHAR,ODISHA
765002,RAYAGADA,ODISHA
403521,NORTH GOA,GOA
232327,GHAZIPUR,UTTAR PRADESH
591246,BELAGAVI,KARNATAKA
673603,KOZHIKODE,KERALA
458669,MANDSAUR,MADHYA PRADESH
679561,THRISSUR,KERALA
685591,IDUKKI,KERALA
686012,KOTTAYAM,KERALA
110054,CENTRAL,DELHI
423204,NASHIK,MAHARASHTRA
281308,MATHURA,UTTAR PRADESH
224147,AMBEDKAR NAGAR,UTTAR PRADESH
522657,GUNTUR,ANDHRA PRADESH
636011,SALEM,TAMIL NADU
522315,GUNTUR,ANDHRA PRADESH
412307,PUNE,MAHARASHTRA
743446,24 PARAGANAS NORTH,WEST BENGAL
637214,NAMAKKAL,TAMIL NADU
608901,Ariyalur,TAMIL NADU
630302,SIVAGANGA,TAMIL NADU
185233,RAJOURI,JAMMU AND KASHMIR
208020,KANPUR NAGAR,UTTAR PRADESH
391430,VADODARA,GUJARAT
639101,TIRUCHIRAPPALLI,TAMIL NADU
802212,ROHTAS,BIHAR
491335,BEMETARA,CHHATTISGARH
793001,EAST KHASI HILLS,MEGHALAYA
284204,JHANSI,UTTAR PRADESH
503144,KAMAREDDY,TELANGANA
277303,BALLIA,UTTAR PRADESH
321024,BHARATPUR,RAJASTHAN
147002,PATIALA,PUNJAB
193505,BANDIPORA,JAMMU AND KASHMIR
851117,BEGUSARAI,BIHAR
124412,JHAJJAR,HARYANA
612204,THANJAVUR,TAMIL NADU
521126,KRISHNA,ANDHRA PRADESH
606001,CUDDALORE,TAMIL NADU
517002,CHITTOOR,ANDHRA PRADESH
303510,DAUSA,RAJASTHAN
722134,BANKURA,WEST BENGAL
141012,LUDHIANA,PUNJAB
629154,KANNIYAKUMARI,TAMIL NADU
388540,ANAND,GUJARAT
822111,LATEHAR,JHARKHAND
848216,SAMASTIPUR,BIHAR
637203,NAMAKKAL,TAMIL NADU
828301,DHANBAD,JHARKHAND
160019,CHANDIGARH,CHANDIGARH
246131,PAURI GARHWAL,UTTARAKHAND
415507,SATARA,MAHARASHTRA
500052,RANGA REDDY,TELANGANA
686143,KOTTAYAM,KERALA
285125,JALAUN,UTTAR PRADESH
673008,KOZHIKODE,KERALA
362310,JUNAGADH,GUJARAT
486666,SIDHI,MADHYA PRADESH
506252,JANGOAN,TELANGANA
685586,IDUKKI,KERALA
722138,BANKURA,WEST BENGAL
735214,Alipurduar,WEST BENGAL
764040,KORAPUT,ODISHA
844509,VAISHALI,BIHAR
741255,NADIA,WEST BENGAL
630555,SIVAGANGA,TAMIL NADU
342029,JODHPUR,RAJASTHAN
303604,JAIPUR,RAJASTHAN
623135,RAMANATHAPURAM,TAMIL NADU
570015,MYSURU,KARNATAKA
721641,MEDINIPUR EAST,WEST BENGAL
574227,DAKSHINA KANNADA,KARNATAKA
751027,KHORDHA,ODISHA
629001,KANNIYAKUMARI,TAMIL NADU
590014,BELAGAVI,KARNATAKA
713502,NADIA,WEST BENGAL
306022,PALI,RAJASTHAN
643233,THE NILGIRIS,TAMIL NADU
504204,MANCHERIAL,TELANGANA
682051,ERNAKULAM,KERALA
143416,Tarn Taran,PUNJAB
415720,RATNAGIRI,MAHARASHTRA
802118,BUXAR,BIHAR
688524,ALAPPUZHA,KERALA
173022,SIRMAUR,HIMACHAL PRADESH
764028,KORAPUT,ODISHA
233300,GHAZIPUR,UTTAR PRADESH
244924,RAMPUR,UTTAR PRADESH
402108,RAIGAD,MAHARASHTRA
425419,NANDURBAR,MAHARASHTRA
759121,DHENKANAL,ODISHA
388421,ANAND,GUJARAT
623704,RAMANATHAPURAM,TAMIL NADU
227813,Amethi,UTTAR PRADESH
362260,JUNAGADH,GUJARAT
144223,HOSHIARPUR,PUNJAB
403504,NORTH GOA,GOA
241303,HARDOI,UTTAR PRADESH
206124,ETAWAH,UTTAR PRADESH
455001,DEWAS,MADHYA PRADESH
622401,PUDUKKOTTAI,TAMIL NADU
247001,SAHARANPUR,UTTAR PRADESH
462044,BHOPAL,MADHYA PRADESH
736207,Alipurduar,WEST BENGAL
332315,SIKAR,RAJASTHAN
605102,PONDICHERRY,PUDUCHERRY
781333,BAKSA,ASSAM
522239,GUNTUR,ANDHRA PRADESH
413606,OSMANABAD,MAHARASHTRA
627110,TIRUNELVELI,TAMIL NADU
583275,BALLARI,KARNATAKA
816115,SAHEBGANJ,JHARKHAND
700100,KOLKATA,WEST BENGAL
845411,PURBI CHAMPARAN,BIHAR
587202,BAGALKOTE,KARNATAKA
383120,SABAR KANTHA,GUJARAT
752035,KHORDHA,ODISHA
177203,UNA,HIMACHAL PRADESH
400103,MUMBAI SUBURBAN,MAHARASHTRA
457661,JHABUA,MADHYA PRADESH
695507,THIRUVANANTHAPURAM,KERALA
233222,GHAZIPUR,UTTAR PRADESH
223227,AZAMGARH,UTTAR PRADESH
335703,GANGANAGAR,RAJASTHAN
210206,CHITRAKOOT,UTTAR PRADESH
322220,KARAULI,RAJASTHAN
403510,NORTH GOA,GOA
470001,SAGAR,MADHYA PRADESH
481441,BALAGHAT,MADHYA PRADESH
505303,RAJANNA SIRCILLA,TELANGANA
600103,CHENNAI,TAMIL NADU
686575,KOTTAYAM,KERALA
560017,BENGALURU URBAN,KARNATAKA
503201,NIZAMABAD,TELANGANA
222175,JAUNPUR,UTTAR PRADESH
764041,KORAPUT,ODISHA
629302,KANNIYAKUMARI,TAMIL NADU
572124,TUMAKURU,KARNATAKA
612902,Ariyalur,TAMIL NADU
635116,DHARMAPURI,TAMIL NADU
679574,MALAPPURAM,KERALA
686579,KOTTAYAM,KERALA
799114,Gomati,TRIPURA
311011,BHILWARA,RAJASTHAN
757017,MAYURBHANJ,ODISHA
603109,CHENGALPATTU,TAMIL NADU
680022,THRISSUR,KERALA
248012,DEHRADUN,UTTARAKHAND
470675,DAMOH,MADHYA PRADESH
444103,AKOLA,MAHARASHTRA
695310,THIRUVANANTHAPURAM,KERALA
518422,KURNOOL,ANDHRA PRADESH
682021,ERNAKULAM,KERALA
531151,VISAKHAPATANAM,ANDHRA PRADESH
784028,SONITPUR,ASSAM
737101,EAST DISTRICT,SIKKIM
784522,UDALGURI,ASSAM
232106,CHANDAULI,UTTAR PRADESH
766111,NUAPADA,ODISHA
686007,KOTTAYAM,KERALA
496551,RAIGARH,CHHATTISGARH
781369,NALBARI,ASSAM
798622,MON,NAGALAND
507116,BHADRADRI KOTHAGUDEM,TELANGANA
825109,KODERMA,JHARKHAND
385545,BANAS KANTHA,GUJARAT
388410,ANAND,GUJARAT
131029,SONIPAT,HARYANA
403524,NORTH GOA,GOA
533263,EAST GODAVARI,ANDHRA PRADESH
244103,MORADABAD,UTTAR PRADESH
396195,VALSAD,GUJARAT
502310,SIDDIPET,TELANGANA
641006,COIMBATORE,TAMIL NADU
854325,ARARIA,BIHAR
829108,RAMGARH,JHARKHAND
700034,KOLKATA,WEST BENGAL
326034,JHALAWAR,RAJASTHAN
682050,ERNAKULAM,KERALA
722161,BANKURA,WEST BENGAL
563122,KOLAR,KARNATAKA
481001,BALAGHAT,MADHYA PRADESH
524312,SPSR NELLORE,ANDHRA PRADESH
502293,SANGAREDDY,TELANGANA
577179,CHIKKAMAGALURU,KARNATAKA
416615,SINDHUDURG,MAHARASHTRA
621314,TIRUCHIRAPPALLI,TAMIL NADU
711204,HOWRAH,WEST BENGAL
721131,MEDINIPUR EAST,WEST BENGAL
743273,24 PARAGANAS NORTH,WEST BENGAL
305629,AJMER,RAJASTHAN
803114,NALANDA,BIHAR
227806,SULTANPUR,UTTAR PRADESH
249199,TEHRI GARHWAL,UTTARAKHAND
262527,CHAMPAWAT,UTTARAKHAND
335901,GANGANAGAR,RAJASTHAN
477222,BHIND,MADHYA PRADESH
571214,KODAGU,KARNATAKA
795150,SENAPATI,MANIPUR
822129,GARHWA,JHARKHAND
533103,EAST GODAVARI,ANDHRA PRADESH
523109,PRAKASAM,ANDHRA PRADESH
424203,JALGAON,MAHARASHTRA
304507,TONK,RAJASTHAN
415614,RATNAGIRI,MAHARASHTRA
670142,KANNUR,KERALA
532186,SRIKAKULAM,ANDHRA PRADESH
493888,GARIYABAND,CHHATTISGARH
574114,UDUPI,KARNATAKA
851216,KHAGARIA,BIHAR
502311,SIDDIPET,TELANGANA
384455,MAHESANA,GUJARAT
613103,THANJAVUR,TAMIL NADU
530053,VISAKHAPATANAM,ANDHRA PRADESH
624614,DINDIGUL,TAMIL NADU
802202,BHOJPUR,BIHAR
518217,KURNOOL,ANDHRA PRADESH
244222,AMROHA,UTTAR PRADESH
582113,GADAG,KARNATAKA
177110,KANGRA,HIMACHAL PRADESH
563138,KOLAR,KARNATAKA
174013,BILASPUR,HIMACHAL PRADESH
273304,MAHARAJGANJ,UTTAR PRADESH
441911,GONDIA,MAHARASHTRA
209115,KANPUR DEHAT,UTTAR PRADESH
247661,HARIDWAR,UTTARAKHAND
389350,PANCH MAHALS,GUJARAT
626204,VIRUDHUNAGAR,TAMIL NADU
678683,PALAKKAD,KERALA
688014,ALAPPUZHA,KERALA
689673,PATHANAMTHITTA,KERALA
413504,OSMANABAD,MAHARASHTRA
755028,JAJAPUR,ODISHA
802208,BHOJPUR,BIHAR
505505,KARIMNAGAR,TELANGANA
517237,CHITTOOR,ANDHRA PRADESH
303603,JAIPUR,RAJASTHAN
828307,DHANBAD,JHARKHAND
360320,RAJKOT,GUJARAT
636302,SALEM,TAMIL NADU
502301,SIDDIPET,TELANGANA
835210,KHUNTI,JHARKHAND
534462,WEST GODAVARI,ANDHRA PRADESH
689515,PATHANAMTHITTA,KERALA
583285,KOPPAL,KARNATAKA
415412,SANGLI,MAHARASHTRA
302029,JAIPUR,RAJASTHAN
851134,BEGUSARAI,BIHAR
522313,GUNTUR,ANDHRA PRADESH
574234,DAKSHINA KANNADA,KARNATAKA
392170,BHARUCH,GUJARAT
680568,THRISSUR,KERALA
175027,MANDI,HIMACHAL PRADESH
262520,PITHORAGARH,UTTARAKHAND
628502,TUTICORIN,TAMIL NADU
637505,NAMAKKAL,TAMIL NADU
605751,KALLAKURICHI,TAMIL NADU
753015,CUTTACK,ODISHA
680524,THRISSUR,KERALA
451551,BARWANI,MADHYA PRADESH
122001,GURUGRAM,HARYANA
422610,AHMEDNAGAR,MAHARASHTRA
229410,PRATAPGARH,UTTAR PRADESH
412403,PUNE,MAHARASHTRA
400008,MUMBAI,MAHARASHTRA
690519,KOLLAM,KERALA
455336,DEWAS,MADHYA PRADESH
673314,MALAPPURAM,KERALA
580112,DHARWAD,KARNATAKA
506004,WARANGAL URBAN,TELANGANA
612503,THANJAVUR,TAMIL NADU
805127,NAWADA,BIHAR
614210,THANJAVUR,TAMIL NADU
533296,EAST GODAVARI,ANDHRA PRADESH
788815,CACHAR,ASSAM
431206,JALNA,MAHARASHTRA
516217,Y.S.R.,ANDHRA PRADESH
735230,JALPAIGURI,WEST BENGAL
411041,PUNE,MAHARASHTRA
444707,AMRAVATI,MAHARASHTRA
825403,CHATRA,JHARKHAND
848114,SAMASTIPUR,BIHAR
848134,SAMASTIPUR,BIHAR
242042,SHAHJAHANPUR,UTTAR PRADESH
362625,JUNAGADH,GUJARAT
493116,RAIPUR,CHHATTISGARH
411038,PUNE,MAHARASHTRA
641050,COIMBATORE,TAMIL NADU
690504,ALAPPUZHA,KERALA
515571,ANANTAPUR,ANDHRA PRADESH
364006,BHAVNAGAR,GUJARAT
631211,THIRUVALLUR,TAMIL NADU
816101,SAHEBGANJ,JHARKHAND
271804,SHRAVASTI,UTTAR PRADESH
483334,JABALPUR,MADHYA PRADESH
464990,RAISEN,MADHYA PRADESH
533354,EAST GODAVARI,ANDHRA PRADESH
642125,COIMBATORE,TAMIL NADU
140117,RUPNAGAR,PUNJAB
391770,VADODARA,GUJARAT
632506,Ranipet,TAMIL NADU
584118,RAICHUR,KARNATAKA
607202,KALLAKURICHI,TAMIL NADU
522307,GUNTUR,ANDHRA PRADESH
476335,SHEOPUR,MADHYA PRADESH
797117,DIMAPUR,NAGALAND
431007,AURANGABAD,MAHARASHTRA
251314,MUZAFFARNAGAR,UTTAR PRADESH
518313,KURNOOL,ANDHRA PRADESH
212645,FATEHPUR,UTTAR PRADESH
711409,HOWRAH,WEST BENGAL
833204,SARAIKELA KHARSAWAN,JHARKHAND
585302,KALABURAGI,KARNATAKA
201018,GHAZIABAD,UTTAR PRADESH
271607,BALRAMPUR,UTTAR PRADESH
341511,NAGAUR,RAJASTHAN
585319,YADGIR,KARNATAKA
382460,AHMADABAD,GUJARAT
637303,NAMAKKAL,TAMIL NADU
686667,ERNAKULAM,KERALA
145022,PATHANKOT,PUNJAB
785107,JORHAT,ASSAM
805131,GAYA,BIHAR
629204,KANNIYAKUMARI,TAMIL NADU
606301,CUDDALORE,TAMIL NADU
362015,JUNAGADH,GUJARAT
274506,DEORIA,UTTAR PRADESH
844103,VAISHALI,BIHAR
768033,BARGARH,ODISHA
263632,BAGESHWAR,UTTARAKHAND
415709,RATNAGIRI,MAHARASHTRA
364120,BHAVNAGAR,GUJARAT
495452,KORBA,CHHATTISGARH
695133,THIRUVANANTHAPURAM,KERALA
143009,AMRITSAR,PUNJAB
201316,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
624617,DINDIGUL,TAMIL NADU
721633,MEDINIPUR EAST,WEST BENGAL
673104,KOZHIKODE,KERALA
753014,CUTTACK,ODISHA
303121,JAIPUR,RAJASTHAN
343030,JALORE,RAJASTHAN
209841,UNNAO,UTTAR PRADESH
431120,AURANGABAD,MAHARASHTRA
140406,FATEHGARH SAHIB,PUNJAB
591101,BELAGAVI,KARNATAKA
822110,PALAMU,JHARKHAND
844114,VAISHALI,BIHAR
322001,SAWAI MADHOPUR,RAJASTHAN
848203,BEGUSARAI,BIHAR
471001,CHHATARPUR,MADHYA PRADESH
630001,SIVAGANGA,TAMIL NADU
732209,MALDAH,WEST BENGAL
743251,24 PARAGANAS NORTH,WEST BENGAL
413526,OSMANABAD,MAHARASHTRA
365535,AMRELI,GUJARAT
143526,GURDASPUR,PUNJAB
601103,THIRUVALLUR,TAMIL NADU
670594,KANNUR,KERALA
321411,BHARATPUR,RAJASTHAN
679515,PALAKKAD,KERALA
477450,BHIND,MADHYA PRADESH
803110,NALANDA,BIHAR
143414,Tarn Taran,PUNJAB
344026,BARMER,RAJASTHAN
307032,SIROHI,RAJASTHAN
494776,KANKER,CHHATTISGARH
233307,GHAZIPUR,UTTAR PRADESH
845432,PURBI CHAMPARAN,BIHAR
400104,MUMBAI SUBURBAN,MAHARASHTRA
680665,THRISSUR,KERALA
759021,DHENKANAL,ODISHA
415629,RATNAGIRI,MAHARASHTRA
734014,DARJEELING,WEST BENGAL
828303,BOKARO,JHARKHAND
177208,UNA,HIMACHAL PRADESH
752107,PURI,ODISHA
384255,PATAN,GUJARAT
751014,KHORDHA,ODISHA
723133,PURULIA,WEST BENGAL
502251,SANGAREDDY,TELANGANA
272203,SIDDHARTH NAGAR,UTTAR PRADESH
695316,THIRUVANANTHAPURAM,KERALA
800004,PATNA,BIHAR
515556,ANANTAPUR,ANDHRA PRADESH
415310,SANGLI,MAHARASHTRA
591227,BELAGAVI,KARNATAKA
522234,GUNTUR,ANDHRA PRADESH
583215,BALLARI,KARNATAKA
691577,KOLLAM,KERALA
321615,BHARATPUR,RAJASTHAN
231222,SONBHADRA,UTTAR PRADESH
277121,BALLIA,UTTAR PRADESH
466113,SEHORE,MADHYA PRADESH
393017,BHARUCH,GUJARAT
144207,HOSHIARPUR,PUNJAB
734007,JALPAIGURI,WEST BENGAL
177024,HAMIRPUR,HIMACHAL PRADESH
524401,SPSR NELLORE,ANDHRA PRADESH
516126,Y.S.R.,ANDHRA PRADESH
825411,CHATRA,JHARKHAND
413001,SOLAPUR,MAHARASHTRA
755044,JAJAPUR,ODISHA
388120,ANAND,GUJARAT
490006,DURG,CHHATTISGARH
416417,SANGLI,MAHARASHTRA
731243,BIRBHUM,WEST BENGAL
643242,THE NILGIRIS,TAMIL NADU
581349,UTTARA KANNADA,KARNATAKA
767071,BALANGIR,ODISHA
225201,BARABANKI,UTTAR PRADESH
532458,SRIKAKULAM,ANDHRA PRADESH
822112,GARHWA,JHARKHAND
802221,ROHTAS,BIHAR
360578,PORBANDAR,GUJARAT
401602,PALGHAR,MAHARASHTRA
505402,RAJANNA SIRCILLA,TELANGANA
635602,Tirupathur,TAMIL NADU
148017,SANGRUR,PUNJAB
501505,RANGA REDDY,TELANGANA
274509,DEORIA,UTTAR PRADESH
221406,BHADOHI,UTTAR PRADESH
734223,DARJEELING,WEST BENGAL
247120,SAHARANPUR,UTTAR PRADESH
754112,CUTTACK,ODISHA
458880,MANDSAUR,MADHYA PRADESH
457882,ALIRAJPUR,MADHYA PRADESH
456668,UJJAIN,MADHYA PRADESH
486341,REWA,MADHYA PRADESH
505214,PEDDAPALLI,TELANGANA
636122,SALEM,TAMIL NADU
363430,SURENDRANAGAR,GUJARAT
440023,NAGPUR,MAHARASHTRA
396439,NAVSARI,GUJARAT
673585,KOZHIKODE,KERALA
769012,SUNDARGARH,ODISHA
621708,PERAMBALUR,TAMIL NADU
841217,SARAN,BIHAR
855105,KATIHAR,BIHAR
391220,VADODARA,GUJARAT
700008,KOLKATA,WEST BENGAL
831001,EAST SINGHBUM,JHARKHAND
605009,PONDICHERRY,PUDUCHERRY
743387,24 PARAGANAS SOUTH,WEST BENGAL
711108,HOWRAH,WEST BENGAL
306703,PALI,RAJASTHAN
302001,JAIPUR,RAJASTHAN
835212,SIMDEGA,JHARKHAND
691019,KOLLAM,KERALA
341516,NAGAUR,RAJASTHAN
736134,COOCHBEHAR,WEST BENGAL
723213,PURULIA,WEST BENGAL
394652,TAPI,GUJARAT
523002,PRAKASAM,ANDHRA PRADESH
824125,AURANGABAD,BIHAR
160022,CHANDIGARH,CHANDIGARH
262122,PILIBHIT,UTTAR PRADESH
521247,KRISHNA,ANDHRA PRADESH
643239,THE NILGIRIS,TAMIL NADU
325205,BARAN,RAJASTHAN
